ID,s1_name,patch_id,input,output,type,category,latitude,longitude,country,season,climate_zone
1469,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Is any broad-leaved forest immediately next to land principally occupied by agriculture with significant areas of natural vegetation?,no,binary,adjacency,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1470,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Does any instance of industrial or commercial units come into contact with pastures in the image?,no,binary,adjacency,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1471,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Do regions of any broad-leaved forest directly adjoin urban fabrics?,no,binary,adjacency,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1472,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Does any instance of complex cultivation patterns border pastures in this scene?,no,binary,adjacency,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1473,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Does any broad-leaved forest directly border pastures in this scene?,no,binary,adjacency,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1474,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Is the area of urban fabrics greater than or equal to 0%?,yes,binary,area,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1475,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Is the total area of urban fabrics between 30% and 90%?,no,binary,area,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1476,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Is the area covered by industrial or commercial units at least 0 m2?,yes,binary,area,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1477,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Do industrial or commercial units occupy between 40% and 70% of the image?,no,binary,area,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1478,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Are fewer than three continuous areas of industrial or commercial units visible here?,yes,binary,count,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1479,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Is there only one continuous patch of industrial or commercial units in the image?,no,binary,count,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1480,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Are fewer than three continuous areas of urban fabrics visible here?,yes,binary,count,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1481,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Are urban fabrics distributed across at least four separate continuous parts of the image?,no,binary,count,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1482,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Can any industrial or commercial units be observed in this image?,yes,binary,presence,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1483,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"Output a bounding box surrounding the land cover class instance at <point>(0.29, 0.8)</point> in the satellite image.","[0.06 0.59, 0.51 1.0]",bounding box,point,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1484,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Can you point out the <ref>smallest contiguous area of industrial or commercial units</ref> in this image?,"[0.51 0.9, 0.9 1.0]",bounding box,reference,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1485,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Point out the <ref>largest continuous area of industrial or commercial units</ref> in the scene.,"[0.06 0.59, 0.51 1.0]",bounding box,reference,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1486,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,Point out a continuous area of <ref>broad-leaved forest</ref> in the scene.,"[0.0 0.44, 0.35 1.0]",bounding box,reference,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1487,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"Explain what this satellite image shows, mentioning the location, season, and landscape features.","This satellite image, captured during the summer in Austria, showcases a diverse landscape within the ""cold, no dry season, warm summer"" climate zone. The image is characterized by a mosaic of artificial surfaces, agricultural areas, and forest and seminatural areas. Urban fabric and industrial or commercial units, which together form artificial surfaces, cover approximately 497,000 square meters, with urban fabric (~351,000 sqm) appearing in two areas, one of which is marginal, and industrial or commercial units (~146,000 sqm) distributed across two areas, one of which is smaller (~113,000 sqm). The agricultural areas comprise arable land (~306,000 sqm), complex cultivation patterns (~341,000 sqm), land principally occupied by agriculture with significant areas of natural vegetation (~144,000 sqm). The urban fabric borders complex cultivation patterns, arable land, and land principally occupied by agriculture with significant areas of natural vegetation. The complex cultivation patterns are also next to industrial or commercial units, land principally occupied by agriculture with significant areas of natural vegetation, and broad-leaved forest (~114,000 sqm). Additionally, arable land is adjacent to land principally occupied by agriculture with significant areas of natural vegetation and pastures, which cover less than 5% (72,000 sqm) of the total area. Industrial or commercial units are adjacent to land principally occupied by agriculture with significant areas of natural vegetation and broad-leaved forest. The varied landscape reflects a mix of artificial surfaces, agricultural areas, and forest and seminatural areas, highlighting the region's ecological diversity.",captioning,None,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1488,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"Identify which pair is touching: a) Broad-leaved forest and Industrial or commercial units, b) Beaches, dunes, sands and Permanent crops, c) Mixed forest and Pastures, d) Broad-leaved forest and Land principally occupied by agriculture, with significant areas of natural vegetation",a,mcq,adjacency,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1489,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"Which classes are in contact in this scene? a) Complex cultivation patterns and Inland waters, b) Coniferous forest and Industrial or commercial units, c) Complex cultivation patterns and Industrial or commercial units, d) Broad-leaved forest and Pastures",c,mcq,adjacency,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1490,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"From the options below, pick the touching pair: a) Complex cultivation patterns and Land principally occupied by agriculture, with significant areas of natural vegetation, b) Arable land and Beaches, dunes, sands, c) Industrial or commercial units and Urban fabric, d) Broad-leaved forest and Pastures",a,mcq,adjacency,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1491,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"Which pair of classes are touching in the image? a) Broad-leaved forest and Complex cultivation patterns, b) Broad-leaved forest and Urban fabric, c) Arable land and Mixed forest, d) Coastal wetlands and Urban fabric",a,mcq,adjacency,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1492,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"From the options, select the adjacent pair: a) Arable land and Beaches, dunes, sands, b) Arable land and Urban fabric, c) Arable land and Broad-leaved forest, d) Complex cultivation patterns and Coniferous forest",b,mcq,adjacency,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1493,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"Identify touching classes: a) Agro-forestry areas and Industrial or commercial units, b) Industrial or commercial units and Land principally occupied by agriculture, with significant areas of natural vegetation, c) Pastures and Urban fabric, d) Marine waters and Transitional woodland, shrub",b,mcq,adjacency,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1494,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"Which classes share a boundary? a) Coniferous forest and Pastures, b) Arable land and Complex cultivation patterns, c) Land principally occupied by agriculture, with significant areas of natural vegetation and Urban fabric, d) Complex cultivation patterns and Natural grassland and sparsely vegetated areas",c,mcq,adjacency,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1495,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"How large is the area covered by lands principally occupied by agriculture with significant areas of natural vegetation? a) 432000 to 864000 square meters, b) 1008000 to 1440000 square meters, c) 0 to 432000 square meters, d) 864000 to 1008000 square meters",c,mcq,area,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1496,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"Choose the correct total area of industrial or commercial units: a) 40 to 70%, b) 0 to 20%, c) 20 to 40%, d) 80 to 90%",b,mcq,area,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1497,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"How much of the image is covered by urban fabrics? a) 60 to 100%, b) 40 to 50%, c) 10 to 20%, d) 20 to 40%",d,mcq,area,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1498,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"How many distinct regions of urban fabric can be observed? a) 0, b) 2, c) 5, d) 3",b,mcq,count,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1499,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"Select the number of continuous areas of industrial or commercial units: a) More than five, b) 2, c) 4, d) 1",b,mcq,count,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1500,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"Identify the number of patches of land principally occupied by agriculture with significant areas of natural vegetation: a) 1, b) 4, c) 0, d) 2",d,mcq,count,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1501,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"From the options provided, identify the country shown in the image: a) Kosovo, b) Lithuania, c) Portugal, d) Austria",d,mcq,country,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1502,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"Identify which of the following classes appears in the image: a) Industrial or commercial units, b) Natural grassland and sparsely vegetated areas, c) Marine waters, d) Transitional woodland, shrub",a,mcq,presence,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1503,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"In relation to the broad-leaved forest, where are the pastures located in the image? a) to the top-right, b) to the bottom-right, c) to the bottom-left, d) to the top-left",a,mcq,relative pos,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1504,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"How would you classify the location of the broad-leaved forest in relation to the pastures? a) to the top-right, b) to the top-left, c) to the bottom-right, d) to the bottom-left",d,mcq,relative pos,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1505,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"Which option best represents the spatial relation of the broad-leaved forest relative to the arable land? a) to the bottom, b) to the left, c) to the right, d) to the bottom-right",b,mcq,relative pos,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
1506,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_32_64,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_32_64,"Where is the arable land positioned relative to the broad-leaved forest? a) to the right, b) to the bottom, c) to the top, d) to the left",a,mcq,relative pos,48.036373931368665,12.840120739738445,Austria,Summer,"Cold, no dry season, warm summer"
2216,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_34_57,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_34_57,"Describe the content of the image, including the region, climate zone, and land cover distribution.","This satellite image, captured during the summer in Austria, showcases a landscape fully covered by coniferous forest, spanning approximately 1,440,000 square meters, within the ""cold, no dry season, warm summer"" climate zone.",captioning,None,48.11249768309926,12.869177175996546,Austria,Summer,"Cold, no dry season, warm summer"
2217,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_34_57,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_34_57,"Which of the following climate zones is captured in the image? a) Cold, no dry season, cold summer, b) Polar, tundra, c) Cold, no dry season, warm summer, d) Temperate, no dry season, hot summer",c,mcq,climate zone,48.11249768309926,12.869177175996546,Austria,Summer,"Cold, no dry season, warm summer"
2218,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_34_57,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_34_57,"From the following options, choose the country shown in the image: a) Kosovo, b) Finland, c) Austria, d) Ireland",c,mcq,country,48.11249768309926,12.869177175996546,Austria,Summer,"Cold, no dry season, warm summer"
2219,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_34_57,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_34_57,"Identify the season when the satellite image was captured: a) Spring, b) Winter, c) Summer, d) Autumn",c,mcq,season,48.11249768309926,12.869177175996546,Austria,Summer,"Cold, no dry season, warm summer"
5709,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,Is there any instance of complex cultivation patterns and urban fabrics directly connected in the scene?,yes,binary,adjacency,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5710,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,Would you say that complex cultivation patterns take up between 0% and 50% of the image?,yes,binary,area,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5711,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,Is the class complex cultivation patterns the only one in the image?,no,binary,area,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5712,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,Would you confirm that the image has at least one continuous region of urban fabrics?,yes,binary,count,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5713,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,Is there more than a single connected instance of complex cultivation patterns in the image?,yes,binary,count,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5714,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,Would you say that complex cultivation patterns occupy four or more continuous areas in the image?,no,binary,count,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5715,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,Can you identify urban fabric in the satellite image?,yes,binary,presence,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5716,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,"Generate a bounding box enclosing the land cover class instance at <point>(0.18, 0.05)</point> in the satellite image.","[0.0 0.0, 0.4 0.12]",bounding box,point,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5717,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features.","This satellite image, captured during the summer in Austria, showcases a predominantly agricultural landscape within the ""cold, no dry season, warm summer"" climate zone. The dominant feature is arable land, spanning approximately 1,282,000 square meters, which is distributed across two areas, one large (~1,280,000 sqm) and one marginal. This arable land borders with complex cultivation patterns (~111,000 sqm) and a small patch of urban fabric, covering less than 5% (72,000 sqm) of the total area. The complex cultivation patterns, spread over three individual marginal areas, are adjacent to both the arable land and the urban fabric. The landscape is characterized by a mix of agricultural areas and artificial surfaces, highlighting the interplay between these different classes in the region.",captioning,None,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5718,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,"Which classes are in contact in this scene? a) Agro-forestry areas and Complex cultivation patterns, b) Inland wetlands and Mixed forest, c) Beaches, dunes, sands and Complex cultivation patterns, d) Complex cultivation patterns and Urban fabric",d,mcq,adjacency,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5719,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,"Pick the touching land cover classes: a) Arable land and Urban fabric, b) Complex cultivation patterns and Moors, heathland and sclerophyllous vegetation, c) Agro-forestry areas and Coniferous forest, d) Complex cultivation patterns and Pastures",a,mcq,adjacency,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5720,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,"Which land cover classes touch each other? a) Coastal wetlands and Urban fabric, b) Arable land and Complex cultivation patterns, c) Coastal wetlands and Inland waters, d) Pastures and Urban fabric",b,mcq,adjacency,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5721,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,"Choose the correct coverage range of complex cultivation patterns: a) 0 to 288000 m2, b) 432000 to 864000 m2, c) 1296000 to 1440000 m2, d) 288000 to 432000 m2",a,mcq,area,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5722,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,"How many separate patches of complex cultivation patterns are visible? a) 0, b) 3, c) 4, d) 5",b,mcq,count,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5723,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,"Select the option that corresponds to the country shown in the satellite image: a) Lithuania, b) Serbia, c) Luxembourg, d) Austria",d,mcq,country,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5724,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,"Which of the following land cover classes is in the image? a) Agro-forestry areas, b) Land principally occupied by agriculture, with significant areas of natural vegetation, c) Complex cultivation patterns, d) Coastal wetlands",c,mcq,presence,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
5725,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_40_52,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_52,"Identify the season depicted in the image: a) Autumn, b) Summer, c) Spring, d) Winter",b,mcq,season,48.16819780763097,12.963712562299445,Austria,Summer,"Cold, no dry season, warm summer"
7767,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_42_58,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_42_58,Does any mixed forest and pastures share a common boundary?,yes,binary,adjacency,48.10402637807036,12.99849001214938,Austria,Summer,"Cold, no dry season, warm summer"
7768,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_42_58,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_42_58,Is the surface of pastures no more than 10%?,no,binary,area,48.10402637807036,12.99849001214938,Austria,Summer,"Cold, no dry season, warm summer"
7769,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_42_58,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_42_58,Can you confirm that the image has exactly three contiguous areas of mixed forests?,no,binary,count,48.10402637807036,12.99849001214938,Austria,Summer,"Cold, no dry season, warm summer"
7770,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_42_58,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_42_58,Do pastures appear in a maximum of one continuous area within the image?,no,binary,count,48.10402637807036,12.99849001214938,Austria,Summer,"Cold, no dry season, warm summer"
7771,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_42_58,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_42_58,Is there evidence of industrial or commercial units in the image?,no,binary,presence,48.10402637807036,12.99849001214938,Austria,Summer,"Cold, no dry season, warm summer"
7772,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_42_58,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_42_58,Do parts of the image correspond to permanent crops?,no,binary,presence,48.10402637807036,12.99849001214938,Austria,Summer,"Cold, no dry season, warm summer"
7773,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_42_58,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_42_58,"Create a bounding box enclosing the land cover class instance located at <point>(0.07, 0.34)</point> in the image.","[0.0 0.25, 0.19 0.47]",bounding box,point,48.10402637807036,12.99849001214938,Austria,Summer,"Cold, no dry season, warm summer"
7774,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_42_58,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_42_58,Where is the <ref>smallest patch of pastures</ref> located?,"[0.78 0.0, 1.0 0.33]",bounding box,reference,48.10402637807036,12.99849001214938,Austria,Summer,"Cold, no dry season, warm summer"
